2020-10-15 00:32:54|1605421958.956|Power|System Power Off|0
2020-10-15 00:32:54|1605421958.956|Power|System Set to Idle|0
2020-10-15 00:32:54|1605421958.956|Power|System Power On|1
2020-10-15 00:33:07|1605421958.956|Power|System Set to Active|0
2020-10-15 00:33:08|1605421958.956|Motor2|Motor 2 Position Change|1
2020-10-15 00:33:09|1605421958.956|Motor2|Motor 2 Position Change|2
2020-10-15 00:33:09|1605421958.956|Motor2|Motor 2 Position Change|3
2020-10-15 00:33:09|1605421958.956|Motor2|Motor 2 Position Change|4
2020-10-15 00:33:09|1605421958.956|Motor2|Motor 2 Position Change|5
2020-10-15 00:33:10|1605421958.956|Motor2|Motor 2 Position Change|6
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-1
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-2
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-3
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-4
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-5
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-6
2020-10-15 00:33:12|1605421958.956|Motor1|Motor 1 Position Change|-7
2020-10-15 00:33:13|1605421958.956|Motor1|Motor 1 Position Change|-8
2020-10-15 00:33:13|1605421958.956|Motor1|Motor 1 Position Change|-9
2020-10-15 00:34:38|1605421958.956|Power|System Set to Idle|0
2020-10-15 00:34:38|1605421958.956|Motor1|Motor 1 Position Change|0
2020-10-15 00:34:38|1605421958.956|Motor2|Motor 2 Position Change|0
