2020-10-15 00:16:47|1605420990.446|Power|System Power On|1
2020-10-15 00:16:51|1605420990.446|Motor2|Motor 2 Position Change|-1
2020-10-15 00:16:52|1605420990.446|Motor2|Motor 2 Position Change|-2
2020-10-15 00:16:52|1605420990.446|Motor2|Motor 2 Position Change|-3
2020-10-15 00:16:53|1605420990.446|Motor1|Motor 1 Position Change|1
2020-10-15 00:16:53|1605420990.446|Motor1|Motor 1 Position Change|2
2020-10-15 00:16:53|1605420990.446|Motor1|Motor 1 Position Change|3
2020-10-15 00:16:54|1605420990.446|Motor1|Motor 1 Position Change|4
2020-10-15 00:16:55|1605420990.446|Motor1|Motor 1 Position Change|0
2020-10-15 00:16:55|1605420990.446|Motor2|Motor 2 Position Change|0
2020-10-15 00:17:17|1605420990.446|Power|System Power Off|0
2020-10-15 00:17:18|1605420990.446|Power|System Power On|1
2020-10-15 00:17:21|1605420990.446|Power|System Power Off|0
2020-10-15 00:17:23|1605420990.446|Power|System Power On|1
2020-10-15 00:17:26|1605420990.446|Power|System Power Off|0
2020-10-15 00:17:32|1605420990.446|Power|System Power On|1
2020-10-15 00:18:05|1605420990.446|Motor2|Motor 2 Position Change|1
2020-10-15 00:18:05|1605420990.446|Motor2|Motor 2 Position Change|2
2020-10-15 00:18:05|1605420990.446|Motor2|Motor 2 Position Change|3
2020-10-15 00:18:07|1605420990.446|Motor2|Motor 2 Position Change|2
2020-10-15 00:18:07|1605420990.446|Motor2|Motor 2 Position Change|1
2020-10-15 00:18:08|1605420990.446|Motor2|Motor 2 Position Change|0
2020-10-15 00:18:08|1605420990.446|Motor2|Motor 2 Position Change|-1
2020-10-15 00:18:08|1605420990.446|Motor2|Motor 2 Position Change|-2
2020-10-15 00:18:08|1605420990.446|Motor2|Motor 2 Position Change|-3
2020-10-15 00:19:35|1605420990.446|Motor2|Motor 2 Position Change|0
2020-10-15 00:19:37|1605420990.446|Power|System Power Off|0
2020-10-15 00:19:39|1605420990.446|Power|System Power On|1
2020-10-15 00:20:34|1605420990.446|Power|System Power Off|0
2020-10-15 00:24:21|1605420990.446|Power|System Power On|1
2020-10-15 00:24:36|1605420990.446|Motor2|Motor 2 Position Change|1
2020-10-15 00:24:37|1605420990.446|Motor2|Motor 2 Position Change|2
2020-10-15 00:24:38|1605420990.446|Motor2|Motor 2 Position Change|1
2020-10-15 00:24:38|1605420990.446|Motor2|Motor 2 Position Change|0
2020-10-15 00:24:39|1605420990.446|Motor2|Motor 2 Position Change|-1
2020-10-15 00:24:39|1605420990.446|Motor2|Motor 2 Position Change|-2
2020-10-15 00:24:39|1605420990.446|Motor2|Motor 2 Position Change|-3
2020-10-15 00:24:40|1605420990.446|Motor2|Motor 2 Position Change|-4
2020-10-15 00:24:40|1605420990.446|Motor2|Motor 2 Position Change|-5
2020-10-15 00:24:41|1605420990.446|Motor2|Motor 2 Position Change|-4
2020-10-15 00:24:41|1605420990.446|Motor2|Motor 2 Position Change|-3
2020-10-15 00:24:42|1605420990.446|Motor2|Motor 2 Position Change|-2
2020-10-15 00:24:42|1605420990.446|Motor2|Motor 2 Position Change|-1
2020-10-15 00:24:42|1605420990.446|Motor2|Motor 2 Position Change|0
2020-10-15 00:26:16|1605420990.446|Motor2|Motor 2 Position Change|1
2020-10-15 00:26:17|1605420990.446|Motor2|Motor 2 Position Change|2
2020-10-15 00:26:17|1605420990.446|Motor2|Motor 2 Position Change|3
2020-10-15 00:26:17|1605420990.446|Motor2|Motor 2 Position Change|4
2020-10-15 00:26:17|1605420990.446|Motor2|Motor 2 Position Change|5
2020-10-15 00:26:19|1605420990.446|Motor2|Motor 2 Position Change|0
