2020-10-11 22:34:54|1605155680.777|Power|System Power On|1
2020-10-11 22:34:55|1605155680.777|Motor2|Motor 2 Position Change|1
2020-10-11 22:34:55|1605155680.777|Motor2|Motor 2 Position Change|2
2020-10-11 22:34:55|1605155680.777|Motor2|Motor 2 Position Change|3
2020-10-11 22:34:55|1605155680.777|Motor2|Motor 2 Position Change|4
2020-10-11 22:34:55|1605155680.777|Motor2|Motor 2 Position Change|5
2020-10-11 22:34:56|1605155680.777|Motor2|Motor 2 Position Change|6
2020-10-11 22:34:56|1605155680.777|Motor2|Motor 2 Position Change|5
2020-10-11 22:34:56|1605155680.777|Motor2|Motor 2 Position Change|4
2020-10-11 22:34:56|1605155680.777|Motor2|Motor 2 Position Change|3
2020-10-11 22:34:56|1605155680.777|Motor2|Motor 2 Position Change|2
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|1
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|0
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-1
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-2
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-3
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-4
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-5
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-6
2020-10-11 22:34:57|1605155680.777|Motor2|Motor 2 Position Change|-7
2020-10-11 22:36:20|1605155680.777|Power|System Power Off|0
